RETOUR	AGE	INCOME	SEX	MARRIED	FICO	OWNHOME	LOC	BUY6	BUY12	BUY18	VALUE24	COA6	fin
NON	46	47	F	1	651	0	E	0	1	1	162	0	0
NON	22	35	M	0	704	1	E	1	1	1	383	0	0
NON	29	33	M	1	715	0	E	0	0	0	153	0	0
NON	53	80	M	1	663	0	E	0	0	0	162	1	0
OUI	44	62	M	1	695	1	E	0	0	0	94	0	0
NON	44	52	F	0	702	0	E	1	1	1	201	0	0
NON	41	49	F	1	706	0	E	0	0	0	233	0	0
NON	45	48	M	0	660	0	E	0	0	0	106	0	0
NON	27	45	M	1	642	1	E	1	1	1	635	0	0
NON	44	29	M	1	756	0	E	1	1	1	360	0	0
NON	43	66	F	0	646	0	E	0	0	0	149	0	0
NON	58	41	M	1	705	1	E	0	0	0	258	0	0
NON	52	26	F	0	696	1	E	1	1	1	154	0	0
NON	61	71	M	1	665	0	E	0	0	0	97	1	0
NON	57	40	F	0	685	0	E	0	0	0	195	0	0
OUI	44	39	F	1	701	0	E	0	0	0	121	0	0
OUI	35	55	M	0	709	0	E	0	0	1	435	0	0
NON	44	58	M	1	693	1	E	0	0	0	233	0	0
NON	48	58	F	1	646	1	E	0	0	0	178	0	0
NON	32	51	F	0	687	0	E	0	0	0	101	0	0
NON	53	61	M	0	696	0	E	0	0	0	70	0	0
NON	49	40	M	0	718	1	E	0	0	0	217	0	0
NON	45	29	F	1	689	1	E	1	1	1	483	0	0
NON	59	40	F	1	688	0	E	0	0	0	242	0	0
NON	37	25	M	0	765	0	E	0	0	1	211	0	0
NON	55	60	F	1	708	1	E	0	0	0	146	0	0
NON	46	64	M	1	707	1	E	0	0	0	88	0	0
NON	45	37	F	1	694	0	E	0	1	1	343	0	0
NON	34	23	M	0	677	0	E	0	0	0	198	0	0
NON	63	21	M	1	639	1	E	0	0	0	180	0	0
OUI	36	79	F	1	726	0	E	0	0	0	216	0	0
NON	54	16	F	0	637	0	E	0	0	0	159	1	0
NON	34	62	M	0	718	1	E	0	1	1	361	0	0
OUI	55	37	F	1	674	0	E	0	0	0	154	0	0
NON	31	34	M	0	697	1	E	0	0	1	360	0	0
NON	55	47	M	1	670	0	E	0	0	0	187	0	0
NON	53	32	F	0	674	1	E	0	0	0	249	0	0
NON	52	66	M	1	703	0	E	1	2	2	343	0	0
NON	49	64	M	1	697	1	E	0	1	1	395	0	0
NON	47	35	F	1	664	0	E	0	0	0	195	0	0
NON	37	65	F	0	660	1	E	0	1	1	549	0	0
NON	45	59	M	1	678	1	E	1	1	1	510	0	0
NON	64	39	M	1	680	0	E	0	0	0	207	0	0
NON	34	30	F	0	664	0	E	0	1	2	698	0	0
NON	20	61	F	0	696	0	E	0	0	0	291	0	0
NON	47	67	F	1	665	1	E	1	1	2	888	0	0
NON	41	63	M	1	726	1	E	0	1	1	157	0	0
NON	36	86	M	0	672	1	E	0	0	0	450	0	0
NON	39	88	F	0	700	0	E	0	0	0	151	0	0
NON	65	68	M	1	708	0	E	0	0	0	180	0	0
NON	57	34	F	1	712	0	E	0	0	1	233	0	0
NON	55	26	F	0	610	0	E	0	0	0	196	0	0
NON	51	37	F	0	703	0	E	0	0	0	252	0	0
NON	52	57	M	1	710	1	E	0	0	0	224	0	0
NON	35	50	F	0	668	0	E	0	0	0	225	0	0
NON	50	55	F	0	723	1	E	0	0	1	301	0	0
OUI	24	31	M	0	665	0	E	1	1	1	191	0	0
NON	47	30	M	0	707	0	E	1	1	1	149	0	0
NON	66	21	F	1	681	0	E	0	0	0	174	0	0
NON	42	40	M	1	681	0	E	0	1	1	196	0	0
OUI	48	21	F	1	667	1	E	0	0	1	397	0	0
OUI	25	16	F	1	698	0	E	0	0	1	148	0	0
OUI	28	51	M	0	647	0	E	0	1	1	193	0	0
NON	30	57	M	0	733	0	E	1	2	2	496	0	0
NON	51	71	F	1	726	1	E	0	0	0	177	0	0
NON	45	66	M	0	706	1	E	2	2	2	370	0	0
NON	38	64	M	0	682	1	E	0	0	1	188	0	0
NON	46	25	F	1	664	1	E	1	1	1	210	0	0
NON	44	49	M	1	693	0	E	0	0	0	424	0	0
NON	50	66	M	1	668	1	E	0	0	0	197	0	0
NON	46	69	M	0	740	1	E	0	0	0	80	0	0
NON	36	71	M	0	700	1	E	0	0	0	495	0	0
OUI	46	44	F	1	701	0	E	0	0	0	127	0	0
NON	71	73	M	1	723	0	E	0	0	0	69	0	0
OUI	46	21	F	1	635	0	E	0	0	0	104	0	0
NON	44	65	M	1	709	1	E	0	0	0	149	0	0
NON	43	53	F	1	712	0	E	0	0	1	161	0	0
NON	42	29	M	1	683	0	E	0	0	0	170	0	0
NON	40	58	F	1	735	1	E	0	1	1	416	0	0
NON	55	59	M	1	652	0	E	0	0	1	313	0	0
NON	56	23	F	0	717	1	E	0	0	0	101	0	0
NON	47	72	M	1	713	1	E	0	0	0	143	1	0
NON	37	42	M	0	669	0	E	0	0	0	234	0	0
NON	50	40	F	1	726	0	E	0	0	0	184	0	0
NON	45	31	F	1	673	1	E	1	2	2	556	0	0
NON	44	35	F	1	666	0	E	0	0	0	155	0	0
NON	63	34	F	1	679	0	E	0	0	0	95	0	0
OUI	34	50	M	0	659	0	E	0	0	0	217	0	0
NON	39	66	F	0	689	1	E	0	0	0	211	0	0
NON	34	39	F	0	729	0	E	0	0	0	64	0	0
OUI	29	64	M	0	691	0	E	1	1	1	759	0	0
NON	44	27	F	1	723	1	E	0	0	0	166	0	0
NON	34	51	F	1	686	1	E	1	1	1	302	0	0
NON	39	48	M	0	684	0	E	0	0	0	105	0	0
NON	41	47	M	0	706	0	E	0	0	0	170	0	0
NON	33	31	F	0	707	0	E	0	0	0	114	0	0
NON	47	57	M	0	675	0	E	0	0	0	95	0	0
NON	51	35	F	1	665	1	E	1	1	1	141	0	0
NON	43	26	F	1	670	1	E	0	1	1	311	0	0
NON	45	61	M	1	696	1	E	0	0	0	93	0	0
OUI	50	58	F	1	707	1	E	0	0	0	130	0	0
NON	44	30	M	1	668	0	E	1	1	1	364	0	0
NON	45	57	F	1	770	1	E	0	1	1	233	0	0
NON	49	57	F	1	699	0	E	1	1	1	196	0	0
OUI	46	46	F	1	644	0	E	0	0	0	234	0	0
NON	48	21	M	1	703	0	E	1	1	1	392	0	0
NON	32	62	M	0	707	0	E	0	0	0	67	0	0
OUI	55	51	F	1	678	0	E	0	1	1	592	0	0
NON	46	33	M	1	694	0	E	1	2	2	244	0	0
NON	57	44	F	1	660	0	E	0	0	1	134	0	0
NON	49	26	F	1	693	1	E	0	0	0	99	0	0
NON	42	60	M	1	664	1	E	0	0	0	69	0	0
NON	42	49	M	1	711	0	E	0	0	0	79	0	0
NON	39	39	F	0	695	0	E	0	1	1	225	0	0
OUI	35	35	F	1	714	1	E	0	0	0	191	0	0
NON	56	64	M	1	675	1	E	0	0	0	141	0	0
NON	49	45	M	1	710	0	E	0	0	0	165	0	0
NON	41	41	F	0	673	0	E	0	0	0	64	0	0
OUI	52	31	F	1	680	0	E	0	1	1	495	0	0
NON	40	24	F	1	626	1	E	0	0	0	142	0	0
NON	31	51	F	0	744	0	E	0	0	0	108	0	0
NON	66	50	M	0	684	1	E	0	0	1	131	0	0
NON	39	57	F	0	701	1	E	0	0	0	117	0	0
NON	43	53	F	1	705	1	E	0	0	0	93	0	0
NON	35	33	M	1	765	1	E	0	0	0	102	0	0
NON	56	34	M	1	684	0	E	0	0	1	178	0	0
NON	33	46	M	0	697	0	E	0	0	0	218	0	0
NON	50	73	F	1	685	1	E	0	0	0	225	0	0
NON	57	51	F	1	719	1	E	1	1	1	328	0	0
NON	48	57	M	0	755	1	E	0	0	0	158	0	0
NON	46	26	M	1	662	0	E	0	0	0	98	0	0
NON	56	42	M	0	688	0	E	0	0	0	219	0	0
NON	67	23	F	1	717	1	E	0	0	0	244	0	0
NON	40	60	M	1	664	1	E	0	0	0	193	0	0
NON	42	34	M	1	698	0	E	1	2	2	390	0	0
OUI	31	37	F	0	634	0	E	1	1	1	202	0	0
NON	54	47	F	1	718	0	E	0	1	1	348	0	0
NON	45	30	M	1	715	1	E	0	0	0	227	0	0
NON	39	40	M	0	670	1	E	0	0	0	246	0	0
NON	41	44	F	0	688	0	E	0	0	0	387	0	0
NON	43	53	M	0	709	0	E	0	0	0	115	0	0
NON	44	25	F	0	704	1	E	0	0	0	90	0	0
NON	48	68	M	1	684	1	E	0	0	0	134	0	0
NON	48	48	M	1	678	0	E	0	0	0	80	0	0
OUI	33	59	F	1	688	0	E	0	0	0	161	0	0
NON	73	55	F	1	715	1	E	0	1	1	407	0	0
NON	34	34	M	0	700	1	E	0	0	0	463	0	0
NON	38	77	M	0	704	1	E	0	0	0	181	0	0
NON	37	57	M	0	706	1	E	1	1	1	407	0	0
NON	39	69	M	0	708	0	E	0	0	0	164	0	0
OUI	47	33	F	1	687	0	E	0	1	1	408	0	0
NON	43	31	F	1	709	0	E	0	0	0	255	0	0
NON	45	69	F	1	761	1	E	0	0	0	221	0	0
NON	34	22	F	0	702	0	E	0	0	0	76	0	0
NON	37	23	F	1	696	0	E	0	0	0	159	0	0
NON	20	19	F	1	719	0	E	0	0	0	77	0	0
NON	47	35	F	0	671	0	E	0	0	0	153	0	0
NON	52	60	M	1	715	0	E	0	0	0	169	0	0
NON	43	30	F	1	683	1	E	0	1	1	419	0	0
OUI	24	26	F	0	645	1	E	0	1	2	492	0	0
NON	41	30	F	0	668	1	E	0	0	0	144	0	0
NON	51	59	M	1	742	0	E	0	0	0	190	0	0
NON	55	32	F	1	668	0	E	0	0	1	421	0	0
NON	27	42	M	0	695	1	E	0	0	1	230	0	0
NON	53	30	F	1	712	0	E	0	1	1	381	0	0
OUI	47	58	F	1	702	0	E	0	0	0	166	0	0
NON	31	19	F	0	705	0	E	0	0	0	179	1	0
NON	35	66	F	1	744	0	E	0	0	0	82	0	0
NON	55	46	M	1	682	1	E	0	0	0	93	0	0
OUI	44	57	M	1	678	1	E	0	0	0	103	0	0
NON	47	62	M	1	686	1	E	1	1	1	285	0	0
NON	44	36	F	1	684	0	E	0	0	0	375	0	0
NON	46	43	F	0	711	0	E	0	0	0	191	0	0
NON	24	65	F	0	643	1	E	0	0	0	169	0	0
NON	49	65	M	1	701	0	E	0	0	0	113	0	0
OUI	49	45	M	1	651	0	E	0	0	0	140	0	0
NON	55	47	M	0	684	0	E	0	0	1	209	0	0
NON	40	49	F	1	639	1	E	0	0	0	144	1	0
NON	52	60	M	1	700	1	E	0	0	1	130	0	0
NON	41	58	M	1	736	1	E	0	0	0	62	0	0
NON	44	50	F	1	729	0	E	0	0	0	209	0	0
OUI	38	42	M	0	688	0	E	0	0	0	120	0	0
NON	50	46	M	1	684	0	E	0	0	0	81	0	0
NON	45	64	M	0	707	1	E	0	0	0	204	0	0
NON	65	31	M	1	668	0	E	0	0	0	118	0	0
NON	28	45	F	0	717	0	E	0	0	0	168	0	0
OUI	58	23	F	1	648	0	E	0	0	0	190	0	0
NON	68	56	M	1	641	0	E	0	0	0	214	0	0
NON	42	71	M	1	733	1	E	0	0	0	134	0	0
NON	60	41	F	0	676	0	E	0	0	0	84	1	0
NON	38	53	M	0	722	1	E	0	0	0	128	0	0
NON	56	43	M	1	714	1	E	0	0	1	125	0	0
NON	69	62	F	1	679	0	E	0	0	0	95	0	0
OUI	46	15	F	1	672	0	E	0	1	1	329	0	0
NON	48	52	M	1	707	0	E	1	1	1	203	0	0
NON	57	70	M	1	691	0	E	0	0	0	258	0	0
NON	28	56	M	0	678	0	E	0	0	0	70	0	0
NON	43	65	F	1	707	0	E	0	1	1	360	0	0
NON	35	43	F	0	712	1	E	0	0	0	115	0	0
NON	55	43	F	0	691	1	E	0	0	0	234	0	0
OUI	29	32	M	1	711	0	E	0	0	1	134	0	0
NON	57	60	M	1	660	1	E	0	0	0	163	0	0
NON	31	27	F	0	717	0	E	0	0	0	239	0	0
NON	35	59	M	0	682	1	E	0	0	1	251	0	0
OUI	34	33	F	0	711	0	E	0	0	0	430	0	0
NON	34	25	M	0	701	0	E	0	0	0	224	0	0
NON	39	47	M	0	694	0	E	0	0	0	182	0	0
NON	56	72	F	0	720	1	E	0	0	0	153	0	0
NON	44	45	M	1	693	0	E	1	1	1	384	0	0
NON	53	65	F	1	721	1	E	0	0	0	161	1	0
NON	33	44	M	0	691	0	E	0	0	0	82	0	0
NON	56	61	F	1	692	1	E	0	0	0	128	0	0
NON	48	29	F	1	658	0	E	0	0	0	242	0	0
NON	44	42	M	1	739	0	E	0	0	0	171	0	0
OUI	49	68	M	1	670	1	E	0	0	0	326	0	0
NON	19	60	M	0	693	0	E	0	0	0	71	1	0
NON	47	39	F	1	707	0	E	0	0	0	87	0	0
NON	59	36	M	1	749	1	E	0	0	0	144	0	0
NON	35	33	F	0	671	0	E	0	0	0	287	0	0
NON	46	59	M	0	690	1	E	0	0	0	254	0	0
NON	40	62	M	1	643	1	E	0	0	0	147	0	0
NON	40	47	M	1	667	1	E	0	0	0	126	0	0
NON	35	63	F	0	701	1	E	0	0	0	206	0	0
NON	47	45	F	0	694	0	E	0	0	0	197	0	0
NON	45	52	M	1	662	0	E	0	0	0	209	0	0
NON	56	45	F	1	653	0	E	0	0	0	135	0	0
NON	70	69	F	1	728	0	E	0	0	0	224	0	0
NON	49	49	F	1	707	1	E	0	0	1	412	0	0
NON	27	20	M	1	684	0	E	0	0	0	88	0	0
NON	51	62	F	1	643	1	E	0	0	0	127	0	0
NON	53	44	F	1	716	0	E	1	1	1	416	0	0
NON	30	65	M	0	681	0	E	0	0	0	73	0	0
OUI	30	18	F	1	712	0	E	0	0	0	234	1	0
NON	62	30	M	1	594	0	E	0	0	0	244	0	0
NON	40	60	F	1	723	1	E	0	0	0	161	0	0
NON	41	59	M	1	685	1	E	0	0	0	72	0	0
NON	41	33	M	1	700	0	E	0	0	1	185	0	0
OUI	40	51	M	1	650	0	E	0	0	1	444	0	0
OUI	19	62	M	0	681	0	E	0	0	0	254	0	0
NON	38	48	M	0	737	0	E	0	0	0	208	0	0
NON	51	35	F	0	676	0	E	1	1	1	670	0	0
NON	49	43	M	1	696	0	E	0	0	0	188	0	0
NON	64	67	F	1	728	1	E	0	0	0	66	0	0
NON	40	62	M	1	736	1	E	0	0	0	123	0	0
NON	35	33	M	0	693	0	E	0	0	0	131	0	0
OUI	47	58	M	1	726	1	E	0	0	0	194	0	0
NON	57	25	M	1	727	1	E	0	0	0	129	0	0
NON	30	54	M	1	673	1	E	0	1	1	486	0	0
NON	33	61	F	0	718	1	E	1	1	1	237	0	0
NON	55	67	F	1	684	1	E	1	1	1	386	0	0
NON	54	58	M	1	701	1	E	0	0	1	223	0	0
NON	54	58	F	1	723	0	E	0	0	0	151	0	0
NON	55	38	M	1	691	1	E	0	0	0	97	0	0
NON	50	63	F	1	678	1	E	1	1	1	462	0	0
NON	41	17	F	0	664	0	E	0	0	0	93	0	0
NON	51	28	F	0	708	0	E	0	0	0	203	0	0
NON	40	40	F	1	651	0	E	0	0	1	472	1	0
NON	42	26	F	1	688	1	E	0	0	0	236	0	0
NON	43	45	F	1	743	0	E	0	0	0	205	0	0
NON	43	78	M	1	690	1	E	0	0	0	69	0	0
NON	45	62	M	1	669	1	E	0	0	0	84	0	0
NON	59	41	F	1	639	0	E	0	0	0	222	0	0
OUI	41	67	F	1	670	1	E	1	1	2	913	0	0
NON	56	62	F	1	744	1	E	1	1	1	120	0	0
NON	61	48	M	1	716	0	E	0	0	0	75	0	0
NON	47	29	M	1	666	0	E	0	0	0	464	0	0
NON	43	61	F	1	680	1	E	0	0	0	201	0	0
NON	36	41	M	0	721	1	E	1	1	1	157	0	0
NON	44	30	F	0	657	0	E	0	0	0	101	0	0
NON	46	48	M	1	695	0	E	0	0	1	325	0	0
NON	33	40	F	1	694	0	E	0	0	0	119	0	0
NON	49	60	M	0	704	1	E	0	0	0	139	0	0
NON	19	42	F	0	700	1	E	0	0	1	177	0	0
OUI	40	58	M	0	669	0	E	0	0	0	170	0	0
NON	45	69	M	1	654	1	E	0	0	1	210	0	0
NON	44	65	F	1	745	1	E	0	0	0	254	0	0
NON	48	65	M	0	688	1	E	0	0	0	247	0	0
NON	33	48	M	0	739	0	E	0	0	0	159	0	0
NON	47	57	M	1	652	1	E	0	0	0	147	0	0
NON	53	66	M	1	738	0	E	0	0	0	125	0	0
NON	50	63	M	1	697	1	E	0	0	0	87	0	0
NON	41	61	F	1	702	1	E	0	0	0	100	0	0
NON	61	65	M	0	684	1	E	0	0	0	140	0	0
NON	21	55	F	0	692	0	E	0	0	0	153	0	0
NON	50	63	M	1	701	1	E	0	0	0	207	0	0
NON	51	74	F	1	708	0	E	0	0	0	213	0	0
NON	47	60	F	0	696	1	E	0	0	0	69	0	0
NON	46	36	F	1	704	0	E	0	0	0	214	0	0
NON	75	39	F	1	681	1	E	0	0	0	65	0	0
NON	59	77	F	1	684	0	E	0	0	1	161	0	0
OUI	23	39	M	0	565	1	E	1	1	1	246	0	0
OUI	44	51	M	1	660	0	E	0	0	0	176	0	0
OUI	23	29	M	0	680	0	E	1	1	2	551	0	0
OUI	43	18	F	1	660	0	E	0	0	0	104	0	0
NON	47	52	M	1	711	0	E	0	0	0	190	0	0
NON	47	54	M	1	720	1	E	0	0	0	132	0	0
NON	40	33	F	1	705	0	E	0	0	0	139	0	0
OUI	46	43	M	1	673	1	E	0	0	1	479	0	0
NON	42	30	M	1	679	1	E	0	0	1	474	0	0
OUI	48	48	M	1	695	0	E	1	1	1	697	0	0
NON	51	48	F	1	672	0	E	0	0	0	84	0	0
NON	38	48	M	0	757	0	E	0	0	0	103	1	0
NON	47	38	M	0	706	1	E	0	0	0	251	0	0
NON	26	58	M	0	729	0	E	0	0	0	235	0	0
NON	68	52	M	1	707	0	E	0	0	0	254	0	0
NON	27	61	M	0	682	0	E	0	0	0	190	1	0
NON	56	59	M	1	670	0	E	0	0	0	188	0	0
NON	43	30	F	1	682	0	E	0	0	0	117	0	0
NON	39	28	M	0	681	0	E	1	1	1	512	0	0
NON	37	60	F	0	692	1	E	1	1	2	611	0	0
NON	38	40	F	1	686	1	E	0	0	1	214	0	0
OUI	47	22	M	1	706	1	E	0	0	0	108	0	0
OUI	35	50	M	0	708	0	E	0	0	0	235	0	0
NON	54	18	M	1	698	0	E	0	0	0	106	0	0
NON	47	62	F	0	684	1	E	1	1	1	433	0	0
NON	47	46	M	1	691	0	E	0	1	1	212	0	0
NON	74	25	F	1	705	0	E	0	0	0	226	0	0
OUI	38	71	F	0	703	0	E	0	1	1	311	0	0
NON	45	61	M	0	666	1	E	0	0	0	319	0	0
NON	62	30	M	1	657	0	E	0	0	0	231	0	0
NON	47	34	F	0	700	0	E	0	0	0	187	0	0
NON	47	44	M	1	721	0	E	0	0	0	184	1	0
NON	52	63	M	0	645	1	E	0	0	1	441	0	0
NON	36	61	F	0	700	1	E	0	0	0	216	0	0
NON	69	33	F	1	659	1	E	1	1	1	374	0	0
OUI	40	39	M	1	712	0	E	0	0	0	68	1	0
NON	41	33	F	1	687	0	E	0	0	0	165	0	0
NON	45	26	F	1	699	1	E	0	0	0	184	0	0
NON	52	30	F	1	669	1	E	0	0	0	163	0	0
NON	40	69	F	0	715	0	E	0	0	0	491	0	0
NON	41	33	F	1	706	0	E	0	0	0	138	0	0
NON	37	69	F	0	736	1	E	0	0	0	233	0	0
NON	48	62	M	0	657	1	E	0	0	0	214	0	0
NON	40	84	M	1	710	0	E	1	1	2	602	0	0
NON	52	61	F	0	730	1	E	0	0	0	93	0	0
NON	48	59	F	1	665	1	E	0	0	0	188	0	0
OUI	40	55	F	1	684	0	E	0	0	0	241	0	0
OUI	53	42	F	1	704	0	E	1	1	1	243	0	0
NON	34	25	F	0	690	1	E	0	0	0	175	0	0
NON	25	48	F	0	715	1	E	0	0	0	250	0	0
NON	39	65	M	0	676	1	E	0	0	0	233	0	0
NON	66	37	M	1	628	0	E	0	0	0	197	0	0
NON	41	46	F	1	710	0	E	0	0	0	151	0	0
OUI	45	40	M	1	663	0	E	0	0	0	71	0	0
NON	39	23	F	1	699	0	E	0	1	1	494	0	0
NON	47	33	F	1	725	0	E	0	0	0	222	0	0
OUI	18	78	M	0	742	0	E	1	1	2	534	0	0
NON	25	62	M	0	710	1	E	0	0	0	214	0	0
NON	35	43	F	0	693	0	E	0	0	0	248	0	0
OUI	41	34	F	1	668	0	E	0	0	0	207	0	0
OUI	31	51	F	0	689	0	E	1	1	1	370	1	0
NON	44	50	M	1	623	0	E	0	0	0	80	0	0
NON	34	42	F	0	704	0	E	0	0	0	105	0	0
NON	41	49	M	0	706	0	E	0	0	0	116	0	0
OUI	29	66	M	0	681	0	E	0	0	1	209	0	0
NON	43	70	M	1	662	1	E	0	0	1	505	0	0
OUI	22	67	M	0	739	0	E	0	1	1	410	0	0
NON	34	59	F	0	727	1	E	0	0	0	198	0	0
OUI	30	54	F	1	668	0	E	1	1	1	289	0	0
NON	46	27	F	1	709	1	E	0	0	0	420	0	0
NON	44	59	M	1	712	1	E	1	1	1	395	0	0
NON	29	61	M	0	674	1	E	1	1	1	358	0	0
NON	21	42	F	0	668	0	E	0	0	0	257	0	0
NON	38	37	F	0	674	1	E	0	0	1	353	0	0
NON	35	57	F	0	699	1	E	0	0	0	237	0	0
NON	50	45	M	1	734	0	E	0	0	0	248	0	0
NON	56	61	F	1	717	1	E	0	0	0	123	0	0
NON	34	60	F	0	706	1	E	0	0	0	159	0	0
NON	49	39	F	1	664	0	E	0	0	0	172	0	0
NON	58	18	F	1	683	1	E	0	0	0	98	0	0
NON	27	45	M	0	685	0	E	0	0	0	158	0	0
NON	42	63	M	0	692	1	E	0	1	1	752	0	0
NON	52	56	F	1	702	0	E	0	0	0	110	0	0
NON	52	46	F	1	694	0	E	0	0	0	218	0	0
NON	45	74	F	1	722	1	E	0	0	0	145	0	0
OUI	30	36	F	0	690	0	E	0	0	1	127	0	0
OUI	51	72	F	1	707	0	E	1	2	2	352	0	0
NON	39	48	M	0	710	0	E	0	0	0	161	0	0
NON	44	30	M	1	691	1	E	0	0	0	351	0	0
NON	54	26	F	1	705	1	E	0	0	1	470	0	0
NON	43	70	M	1	640	1	E	0	0	0	211	0	0
NON	50	51	M	1	651	0	E	0	0	1	179	1	0
NON	36	62	F	0	634	1	E	0	0	1	121	0	0
NON	48	57	F	0	706	1	E	0	1	1	261	0	0
NON	46	63	M	1	645	0	E	0	0	0	78	0	0
NON	65	69	F	1	730	1	E	0	0	0	174	0	0
NON	31	47	M	0	689	0	E	0	1	1	427	0	0
NON	45	44	M	1	696	0	E	0	0	0	71	0	0
NON	67	39	F	1	748	0	E	0	0	0	89	0	0
OUI	56	54	F	1	722	0	E	0	0	1	179	0	0
NON	43	63	F	0	747	1	E	0	0	0	232	0	0
NON	48	20	F	1	721	0	E	0	0	0	219	0	0
NON	40	30	F	1	641	0	E	0	0	0	190	1	0
NON	44	58	M	1	702	1	E	0	0	0	190	0	0
NON	44	69	F	1	766	1	E	0	0	0	133	1	0
NON	40	59	M	1	702	1	E	0	0	0	151	0	0
NON	47	65	M	1	680	1	E	0	0	0	174	0	0
NON	42	18	F	0	783	1	E	0	0	0	212	0	0
NON	59	66	F	0	705	0	E	0	0	0	261	0	0
NON	50	49	M	0	706	0	E	0	0	0	217	0	0
NON	46	61	M	0	686	1	E	0	0	0	207	0	0
NON	36	43	M	0	691	0	E	0	1	1	398	0	0
OUI	36	57	M	0	721	0	E	0	0	0	191	0	0
NON	49	49	F	1	669	0	E	0	0	0	206	0	0
NON	52	67	F	1	673	1	E	0	0	0	86	0	0
NON	53	63	M	1	697	1	E	0	0	0	62	0	0
NON	44	34	F	1	639	1	E	0	0	0	122	0	0
NON	54	25	F	1	710	1	E	1	1	1	226	0	0
NON	44	44	M	1	737	0	E	0	0	0	64	0	0
NON	45	51	M	1	726	0	E	1	1	1	274	0	0
NON	52	62	M	1	638	1	E	0	0	1	175	0	0
NON	58	55	F	0	725	1	E	0	0	0	246	0	0
NON	43	18	F	1	716	0	E	0	0	0	87	0	0
NON	64	65	M	1	639	1	E	0	0	0	222	0	0
NON	55	37	M	1	666	0	E	0	0	1	408	0	0
NON	47	46	M	1	712	0	E	0	0	1	411	0	0
NON	19	57	F	0	667	0	E	0	0	0	126	0	0
NON	50	55	F	0	675	0	E	0	0	0	101	0	0
NON	35	50	M	0	687	0	E	0	0	2	188	0	0
NON	29	48	M	0	692	0	E	1	2	2	348	0	0
NON	42	40	F	0	713	0	E	0	0	0	240	0	0
NON	44	48	M	1	742	0	E	1	1	1	345	0	0
NON	48	62	M	1	682	1	E	0	0	1	369	0	0
OUI	43	42	F	1	696	0	E	1	2	2	467	0	0
NON	50	23	M	1	691	0	E	0	0	0	75	0	0
NON	50	42	F	1	648	0	E	0	0	0	63	0	0
NON	49	56	M	1	660	1	E	0	0	0	64	0	0
NON	59	52	F	0	713	0	E	0	0	0	92	0	0
NON	38	64	M	0	704	1	E	0	0	1	183	0	0
NON	46	61	M	0	708	1	E	0	0	0	183	0	0
NON	68	50	F	1	680	0	E	0	0	0	145	0	0
NON	43	69	M	1	672	0	E	0	1	1	503	0	0
NON	39	32	F	0	720	0	E	0	0	0	103	0	0
NON	35	86	F	0	743	1	E	0	0	0	258	0	0
OUI	24	67	M	0	655	0	E	0	0	1	233	0	0
NON	39	25	M	0	669	0	E	0	0	0	91	0	0
NON	57	61	M	1	697	1	E	0	0	0	222	0	0
OUI	44	44	F	1	654	0	E	0	1	1	414	0	0
OUI	34	30	M	0	667	0	E	0	0	0	91	0	0
NON	36	64	F	0	734	1	E	0	0	0	140	0	0
NON	47	62	M	1	670	1	E	0	1	1	330	0	0
NON	62	68	M	1	671	1	E	0	0	0	184	0	0
NON	44	22	M	1	682	0	E	1	1	1	417	0	0
NON	40	66	M	1	661	0	E	0	0	0	254	0	0
NON	27	36	F	1	649	1	E	0	1	1	170	0	0
NON	31	56	M	0	735	1	E	0	0	0	245	0	0
NON	27	39	M	0	686	1	E	1	1	1	492	0	0
NON	61	63	F	1	702	0	E	1	1	1	353	0	0
OUI	51	46	M	1	701	0	E	1	1	1	285	0	0
NON	51	77	M	1	677	1	E	0	0	0	225	0	0
NON	29	35	F	0	716	0	E	0	0	0	191	1	0
NON	64	46	F	0	693	0	E	0	0	0	142	0	0
NON	52	44	F	1	682	0	E	0	0	0	119	0	0
NON	70	26	M	1	703	0	E	1	1	1	411	0	0
OUI	47	60	M	1	673	0	E	0	0	0	234	0	0
OUI	29	58	M	1	732	0	E	0	0	1	159	0	0
NON	34	38	F	1	755	0	E	0	0	0	395	0	0
OUI	43	61	M	1	706	1	E	0	0	0	153	0	0
OUI	53	64	M	1	670	1	E	0	1	1	219	0	0
NON	45	43	F	1	664	0	E	0	0	0	201	0	0
NON	33	38	M	0	647	1	E	0	0	0	113	0	0
OUI	35	78	F	1	721	1	E	1	1	1	125	0	0
NON	55	60	M	0	712	1	E	0	0	0	157	0	0
NON	58	63	M	1	679	1	E	0	0	0	171	0	0
NON	49	64	M	1	754	1	E	0	0	1	141	0	0
NON	52	35	M	1	697	0	E	0	1	1	493	0	0
NON	57	33	M	1	726	0	E	1	1	2	695	0	0
NON	36	49	F	0	663	1	E	0	0	0	216	0	0
OUI	50	24	F	1	762	0	E	0	0	0	138	0	0
NON	47	73	M	1	736	1	E	0	0	1	211	0	0
OUI	40	65	F	1	645	0	E	0	0	0	209	0	0
NON	46	43	F	1	698	0	E	0	0	0	197	0	0
NON	43	41	F	0	675	0	E	0	0	0	221	1	0
NON	51	40	F	1	720	0	E	0	0	0	74	0	0
NON	43	41	F	0	706	0	E	0	0	0	189	0	0
NON	59	62	M	1	664	1	E	0	0	0	184	0	0
NON	38	72	M	0	682	1	E	0	0	0	144	0	0
